FL_DATE,AIRLINE,ORIGIN,DEST,DEP_DELAY,ARR_DELAY,CANCELLED,DISTANCE
2021-11-11,American Airlines Inc.,AUS,PHX,123.0,112.0,0,872.0
2020-02-17,Delta Air Lines Inc.,SLC,ABQ,11.0,-6.0,0,493.0
2022-11-04,Spirit Air Lines,SJU,BOS,2.0,-17.0,0,1674.0
2020-03-23,Southwest Airlines Co.,MDW,BNA,-3.0,-2.0,0,395.0
2021-07-28,American Airlines Inc.,PHX,IND,0.0,-7.0,0,1488.0
2022-03-16,PSA Airlines Inc.,DFW,TYS,-1.0,11.0,0,771.0
2022-05-26,SkyWest Airlines Inc.,STL,DTW,-5.0,-12.0,0,440.0
2020-03-27,SkyWest Airlines Inc.,ORD,DSM,0.0,0.0,1,299.0
2022-05-06,American Airlines Inc.,MCO,PHL,94.0,129.0,0,861.0
2022-05-11,United Air Lines Inc.,PDX,SFO,-7.0,-24.0,0,550.0
2022-02-22,JetBlue Airways,LAS,BOS,-1.0,-24.0,0,2381.0
2019-10-20,JetBlue Airways,MCO,SLC,0.0,17.0,0,1931.0
2022-01-13,Southwest Airlines Co.,LAS,SBA,-1.0,-7.0,0,289.0
2020-09-19,Southwest Airlines Co.,BNA,CMH,-8.0,-20.0,0,337.0
2021-02-21,American Airlines Inc.,DFW,TPA,-2.0,-13.0,0,929.0
2023-03-24,SkyWest Airlines Inc.,DEN,RAP,17.0,14.0,0,300.0
2019-01-29,American Airlines Inc.,LAX,ORD,-3.0,-32.0,0,1744.0
2022-12-28,Delta Air Lines Inc.,BNA,MSP,-6.0,-30.0,0,695.0
2022-07-07,American Airlines Inc.,TUL,DFW,-10.0,-23.0,0,237.0
2021-05-24,Southwest Airlines Co.,SJC,PHX,-4.0,-14.0,0,621.0
2020-10-12,Delta Air Lines Inc.,MLB,ATL,-2.0,-20.0,0,442.0
2023-07-07,Southwest Airlines Co.,DCA,DAL,30.0,50.0,0,1184.0
2021-08-30,Delta Air Lines Inc.,ATL,DCA,-4.0,-15.0,0,547.0
2023-03-05,American Airlines Inc.,PHX,OGG,2.0,15.0,0,2845.0
2021-05-19,SkyWest Airlines Inc.,GSP,ORD,270.0,266.0,0,577.0
2023-04-10,Hawaiian Airlines Inc.,LIH,HNL,0.0,0.0,1,102.0
2019-08-09,United Air Lines Inc.,BWI,SFO,34.0,36.0,0,2457.0
2021-05-27,Southwest Airlines Co.,GRR,RSW,-9.0,-19.0,0,1147.0
2019-06-16,United Air Lines Inc.,TPA,EWR,86.0,69.0,0,997.0
2021-08-12,Frontier Airlines Inc.,PHL,MIA,74.0,52.0,0,1013.0
2023-01-16,Southwest Airlines Co.,LGB,OAK,9.0,2.0,0,353.0
2022-05-05,Frontier Airlines Inc.,CVG,ATL,125.0,120.0,0,373.0
2022-09-10,American Airlines Inc.,CLT,JAX,-2.0,-16.0,0,328.0
2022-11-12,United Air Lines Inc.,SMF,ORD,-4.0,-15.0,0,1781.0
2019-07-07,SkyWest Airlines Inc.,DTW,ERI,-2.0,-11.0,0,164.0
2023-02-10,Endeavor Air Inc.,MSP,GRB,-2.0,-18.0,0,252.0
2022-04-25,Delta Air Lines Inc.,SLC,SAN,-5.0,-16.0,0,626.0
2019-02-01,Southwest Airlines Co.,FLL,TPA,10.0,4.0,0,197.0
2022-01-08,SkyWest Airlines Inc.,SMF,SEA,-4.0,-19.0,0,605.0
2019-05-19,Delta Air Lines Inc.,DTW,BOS,7.0,5.0,0,632.0
2022-09-10,United Air Lines Inc.,SAN,SFO,-9.0,-31.0,0,447.0
2023-04-12,Southwest Airlines Co.,BNA,LAS,-4.0,-39.0,0,1587.0
2020-02-14,Envoy Air,BMI,ORD,-2.0,3.0,0,116.0
2023-04-17,Republic Airline,DTW,SDF,-7.0,-13.0,0,306.0
2019-08-27,Southwest Airlines Co.,MKE,DCA,25.0,14.0,0,634.0
2019-06-26,Delta Air Lines Inc.,ATL,SEA,13.0,-8.0,0,2182.0
2021-03-16,Horizon Air,MFR,SEA,-8.0,-12.0,0,352.0
2021-06-06,Delta Air Lines Inc.,MCO,JFK,-4.0,-16.0,0,944.0
2021-03-14,Spirit Air Lines,IAH,LAX,-6.0,3.0,0,1379.0
2020-11-20,Frontier Airlines Inc.,LAX,MCO,4.0,-1.0,0,2218.0
2023-08-13,Alaska Airlines Inc.,SJC,SEA,1.0,-8.0,0,696.0
2019-03-19,JetBlue Airways,JFK,LAS,-9.0,-55.0,0,2248.0
2021-06-15,American Airlines Inc.,DFW,STL,16.0,9.0,0,550.0
2023-01-09,Spirit Air Lines,DTW,MYR,-10.0,-34.0,0,636.0
2022-01-29,American Airlines Inc.,MCO,LAX,1.0,-19.0,0,2218.0
2023-03-21,Republic Airline,BOS,HPN,-5.0,-5.0,0,166.0
2019-06-30,JetBlue Airways,LGB,SEA,-10.0,-3.0,0,965.0
2021-07-13,Southwest Airlines Co.,LAS,BNA,36.0,31.0,0,1587.0
2020-06-27,Allegiant Air,AZA,OMA,-7.0,-13.0,0,1026.0
2020-01-20,United Air Lines Inc.,DCA,DEN,-8.0,-47.0,0,1476.0
2023-08-09,Southwest Airlines Co.,BWI,GSP,7.0,-1.0,0,426.0
2023-05-17,United Air Lines Inc.,DCA,ORD,1.0,-11.0,0,612.0
2022-05-28,SkyWest Airlines Inc.,DEN,GJT,-1.0,-8.0,0,212.0
2019-01-09,SkyWest Airlines Inc.,OMA,SLC,-3.0,-19.0,0,840.0
2022-07-01,American Airlines Inc.,OKC,DFW,-3.0,-12.0,0,175.0
2022-08-16,JetBlue Airways,MCI,BOS,-17.0,-25.0,0,1256.0
2020-11-08,JetBlue Airways,EWR,CHS,-9.0,-26.0,0,628.0
2022-02-03,American Airlines Inc.,ORD,LAX,99.0,75.0,0,1744.0
2022-03-13,Delta Air Lines Inc.,ATL,BHM,43.0,38.0,0,134.0
2019-04-02,United Air Lines Inc.,SJC,ORD,-4.0,-7.0,0,1829.0
2019-02-05,JetBlue Airways,DCA,MCO,-11.0,-23.0,0,759.0
2019-09-02,American Airlines Inc.,TPA,CLT,-9.0,-19.0,0,507.0
2020-02-03,Delta Air Lines Inc.,DEN,ATL,0.0,12.0,0,1199.0
2019-06-04,SkyWest Airlines Inc.,CHA,ATL,-6.0,-8.0,0,106.0
2023-06-28,Delta Air Lines Inc.,ATL,ORF,-2.0,4.0,0,516.0
2020-08-15,PSA Airlines Inc.,CLT,CAE,5.0,0.0,0,88.0
2019-03-27,Southwest Airlines Co.,BUR,OAK,58.0,63.0,0,325.0
2021-02-09,Envoy Air,CVG,DFW,137.0,152.0,0,812.0
2019-04-26,SkyWest Airlines Inc.,DEN,COS,-7.0,-3.0,0,73.0
2022-10-07,United Air Lines Inc.,DEN,FAT,6.0,-5.0,0,844.0
2023-03-29,American Airlines Inc.,CLT,FLL,1.0,-10.0,0,632.0
2019-09-06,Envoy Air,LAW,DFW,-13.0,-29.0,0,140.0
2019-08-07,Delta Air Lines Inc.,MCO,DTW,136.0,148.0,0,957.0
2020-03-20,Southwest Airlines Co.,MKE,STL,0.0,-11.0,0,317.0
2019-03-13,United Air Lines Inc.,OMA,IAH,-4.0,10.0,0,781.0
2021-06-17,Southwest Airlines Co.,PHX,ORD,107.0,115.0,0,1440.0
2019-06-22,Envoy Air,MIA,RIC,15.0,3.0,0,825.0
2022-01-30,Alaska Airlines Inc.,LAX,PDX,-12.0,-15.0,0,834.0
2019-01-16,Delta Air Lines Inc.,CRW,ATL,-8.0,-35.0,0,363.0
2023-01-10,Southwest Airlines Co.,DAL,BHM,18.0,12.0,0,587.0
2022-12-24,Horizon Air,SEA,BLI,3.0,14.0,0,93.0
2021-11-24,SkyWest Airlines Inc.,ORD,MSN,-6.0,-24.0,0,109.0
2021-12-09,Southwest Airlines Co.,HOU,DEN,-3.0,-3.0,0,883.0
2021-01-19,American Airlines Inc.,CLT,MIA,0.0,-25.0,0,650.0
2023-04-05,Republic Airline,LGA,MCI,30.0,49.0,0,1107.0
2021-08-09,Delta Air Lines Inc.,ATL,ELP,4.0,0.0,0,1282.0
2020-04-30,American Airlines Inc.,DCA,DFW,-8.0,-39.0,0,1192.0
2020-03-03,Endeavor Air Inc.,ATL,CAK,77.0,57.0,0,528.0
2022-03-17,American Airlines Inc.,MSN,DFW,188.0,185.0,0,821.0
2021-07-30,Southwest Airlines Co.,DAL,MCO,3.0,-9.0,0,973.0
2021-08-27,Republic Airline,EWR,SYR,0.0,0.0,1,195.0
2022-11-12,Delta Air Lines Inc.,PDX,ATL,-2.0,1.0,0,2172.0
2020-01-15,Southwest Airlines Co.,BWI,BDL,-5.0,-23.0,0,283.0
2023-01-29,Envoy Air,AUS,MSY,76.0,68.0,0,444.0
2019-02-02,Spirit Air Lines,RSW,DTW,-11.0,-13.0,0,1084.0
2023-05-15,Southwest Airlines Co.,PHX,STL,4.0,-3.0,0,1262.0
2019-10-20,Endeavor Air Inc.,XNA,LGA,27.0,11.0,0,1147.0
2021-06-18,American Airlines Inc.,MSN,DFW,9.0,2.0,0,821.0
2021-08-15,Horizon Air,SEA,BIL,-7.0,-6.0,0,664.0
2023-08-02,SkyWest Airlines Inc.,LAX,TUS,-4.0,-13.0,0,451.0
2019-10-21,United Air Lines Inc.,SFO,TPA,2.0,-5.0,0,2393.0
2020-09-14,SkyWest Airlines Inc.,SFO,SBA,-1.0,-17.0,0,262.0
2019-07-07,Allegiant Air,VPS,HTS,7.0,-6.0,0,589.0
2023-03-14,Delta Air Lines Inc.,SFO,ATL,-2.0,-23.0,0,2139.0
2020-08-20,SkyWest Airlines Inc.,SFO,SBA,-8.0,-12.0,0,262.0
2019-03-21,PSA Airlines Inc.,DCA,JFK,0.0,-1.0,0,213.0
2020-10-18,Republic Airline,LGA,IND,21.0,21.0,0,660.0
2020-11-17,Endeavor Air Inc.,BDL,MSP,-10.0,-21.0,0,1050.0
2019-12-14,PSA Airlines Inc.,CLT,TOL,47.0,37.0,0,466.0
2022-10-05,American Airlines Inc.,AVL,CLT,78.0,57.0,0,91.0
2022-05-01,Envoy Air,ALB,ORD,-2.0,-23.0,0,723.0
2019-05-02,Delta Air Lines Inc.,BOS,SLC,51.0,53.0,0,2105.0
2023-08-17,Southwest Airlines Co.,AUS,BNA,-3.0,-12.0,0,756.0
2022-11-12,Hawaiian Airlines Inc.,ITO,HNL,-5.0,-5.0,0,216.0
2021-11-21,Mesa Airlines Inc.,IAH,RDU,6.0,-8.0,0,1042.0
2019-06-01,United Air Lines Inc.,EWR,SFO,40.0,23.0,0,2565.0
2023-08-14,American Airlines Inc.,DFW,RIC,96.0,85.0,0,1158.0
2019-01-21,United Air Lines Inc.,IAH,DEN,-5.0,-15.0,0,862.0
2021-06-21,Southwest Airlines Co.,IND,PHX,7.0,6.0,0,1488.0
2022-12-15,Republic Airline,EWR,SDF,-6.0,-30.0,0,642.0
2019-01-14,Frontier Airlines Inc.,MCO,COS,2.0,4.0,0,1520.0
2019-03-02,Delta Air Lines Inc.,DTW,MSP,-4.0,-14.0,0,528.0
2022-11-21,JetBlue Airways,MCO,EWR,18.0,15.0,0,937.0
2022-04-17,Alaska Airlines Inc.,PDX,SNA,-8.0,-14.0,0,859.0
2022-09-14,SkyWest Airlines Inc.,LAX,ACV,23.0,0.0,0,577.0
2019-04-28,Delta Air Lines Inc.,ATL,DCA,-1.0,-4.0,0,547.0
2022-02-25,SkyWest Airlines Inc.,BOI,DEN,-9.0,-2.0,0,649.0
2022-06-27,Southwest Airlines Co.,DCA,HOU,57.0,51.0,0,1218.0
2022-11-15,American Airlines Inc.,LAX,KOA,-6.0,-10.0,0,2504.0
2023-07-24,Envoy Air,SGF,DFW,-9.0,-24.0,0,364.0
2023-04-27,SkyWest Airlines Inc.,BOI,SMF,-7.0,-11.0,0,437.0
2023-04-09,Spirit Air Lines,ORF,FLL,126.0,124.0,0,781.0
2023-05-30,Alaska Airlines Inc.,DFW,SEA,-2.0,1.0,0,1660.0
2022-08-02,SkyWest Airlines Inc.,MKG,ORD,-9.0,-16.0,0,119.0
2023-03-22,Republic Airline,DCA,ORD,-6.0,-20.0,0,612.0
2023-08-28,American Airlines Inc.,SFO,PHL,73.0,47.0,0,2521.0
2022-03-31,SkyWest Airlines Inc.,BNA,MSP,5.0,0.0,0,695.0
2019-01-02,Southwest Airlines Co.,SNA,OAK,2.0,-10.0,0,371.0
2020-02-16,Spirit Air Lines,LAX,ATL,-3.0,-12.0,0,1947.0
2022-10-23,Mesa Airlines Inc.,MAF,IAH,-9.0,-29.0,0,429.0
2020-09-18,American Airlines Inc.,JAC,ORD,-9.0,-8.0,0,1162.0
2021-10-26,Envoy Air,MIA,GSO,-7.0,-16.0,0,710.0
2022-04-29,Hawaiian Airlines Inc.,HNL,ITO,-4.0,-8.0,0,216.0
2022-09-19,Delta Air Lines Inc.,BOS,ATL,-12.0,-25.0,0,946.0
2022-03-08,Southwest Airlines Co.,STL,LAS,28.0,-7.0,0,1371.0
2022-04-20,Mesa Airlines Inc.,IAD,ORF,0.0,-14.0,0,157.0
2022-05-17,Southwest Airlines Co.,STL,ECP,-6.0,-14.0,0,634.0
2019-01-13,Delta Air Lines Inc.,ECP,ATL,-3.0,-2.0,0,240.0
2019-03-17,United Air Lines Inc.,SEA,ORD,8.0,0.0,0,1721.0
2021-05-31,Alaska Airlines Inc.,PDX,PHX,36.0,27.0,0,1009.0
2021-05-18,Mesa Airlines Inc.,MRY,PHX,-12.0,-24.0,0,598.0
2022-08-08,JetBlue Airways,JAX,LGA,-5.0,-2.0,0,833.0
2023-03-12,Endeavor Air Inc.,JFK,CLT,-1.0,8.0,0,541.0
2021-10-16,Southwest Airlines Co.,PHX,SAT,36.0,27.0,0,843.0
2019-01-02,ExpressJet Airlines LLC d/b/a aha!,BOS,CLE,-4.0,-9.0,0,563.0
2023-03-17,United Air Lines Inc.,IAH,AUS,-4.0,-10.0,0,140.0
2019-01-14,United Air Lines Inc.,LAX,SFO,7.0,13.0,0,337.0
2020-08-29,Southwest Airlines Co.,RDU,BWI,-3.0,-13.0,0,255.0
2022-04-11,SkyWest Airlines Inc.,BIS,DFW,20.0,20.0,0,977.0
2019-03-15,PSA Airlines Inc.,OAJ,CLT,5.0,2.0,0,191.0
2020-10-30,American Airlines Inc.,LAX,DFW,-4.0,-8.0,0,1235.0
2019-09-16,Southwest Airlines Co.,DAL,AUS,-8.0,-4.0,0,189.0
2023-03-22,Alaska Airlines Inc.,SEA,SAN,-7.0,-4.0,0,1050.0
2021-10-09,Republic Airline,DSM,DCA,-6.0,-6.0,0,897.0
2021-12-08,United Air Lines Inc.,AUS,LAX,-3.0,-15.0,0,1242.0
2019-11-02,Southwest Airlines Co.,LAX,LAS,-3.0,-17.0,0,236.0
2022-05-23,Alaska Airlines Inc.,SAN,SEA,-3.0,-6.0,0,1050.0
2022-09-08,Delta Air Lines Inc.,MCO,ATL,-6.0,-15.0,0,404.0
2022-09-22,Alaska Airlines Inc.,MCI,SEA,-4.0,-5.0,0,1489.0
2019-04-06,Envoy Air,ORD,CLE,-1.0,-4.0,0,315.0
2019-09-24,Southwest Airlines Co.,OAK,BUR,0.0,-4.0,0,325.0
2022-01-17,Delta Air Lines Inc.,ATL,MLB,-4.0,-12.0,0,442.0
2019-12-10,Delta Air Lines Inc.,ATL,ECP,-6.0,-5.0,0,240.0
2022-12-08,American Airlines Inc.,SEA,ORD,-8.0,-7.0,0,1721.0
2022-06-19,Delta Air Lines Inc.,MEM,ATL,-5.0,-3.0,0,332.0
2019-07-30,Southwest Airlines Co.,ATL,PIT,17.0,9.0,0,526.0
2020-08-15,American Airlines Inc.,SEA,ORD,-3.0,-23.0,0,1721.0
2022-11-29,Delta Air Lines Inc.,SEA,JFK,0.0,-26.0,0,2422.0
2019-12-14,American Airlines Inc.,SRQ,CLT,-9.0,-11.0,0,547.0
2020-07-08,Endeavor Air Inc.,DTW,PWM,-9.0,-10.0,0,668.0
2022-01-19,American Airlines Inc.,CLT,SAN,-4.0,-15.0,0,2077.0
2021-04-05,Southwest Airlines Co.,DAL,MSY,26.0,18.0,0,436.0
2023-08-08,American Airlines Inc.,ORD,RDU,8.0,1.0,0,646.0
2021-08-10,Southwest Airlines Co.,DAL,AUS,60.0,69.0,0,189.0
2022-07-11,Alaska Airlines Inc.,SFO,SEA,15.0,7.0,0,679.0
2019-06-28,United Air Lines Inc.,MAF,IAH,1.0,4.0,0,429.0
2023-07-19,United Air Lines Inc.,SEA,SFO,34.0,29.0,0,679.0
2019-03-30,Allegiant Air,MDT,SFB,-11.0,-22.0,0,827.0
2022-04-30,SkyWest Airlines Inc.,PRC,DEN,-6.0,-10.0,0,557.0
2019-01-05,SkyWest Airlines Inc.,DTW,FWA,-6.0,-35.0,0,128.0
2021-10-18,Delta Air Lines Inc.,LAX,HNL,0.0,-5.0,0,2556.0
2023-07-26,United Air Lines Inc.,IAH,PIT,14.0,11.0,0,1117.0
2019-04-01,Southwest Airlines Co.,LAS,HOU,21.0,9.0,0,1235.0
2022-06-16,Spirit Air Lines,LAS,BOS,-6.0,-15.0,0,2381.0
2021-03-26,American Airlines Inc.,DFW,IAH,-2.0,-11.0,0,224.0
2020-08-13,American Airlines Inc.,DFW,AUS,-7.0,-13.0,0,190.0
2022-05-13,Southwest Airlines Co.,DCA,DAL,69.0,53.0,0,1184.0
2019-08-16,Delta Air Lines Inc.,BOS,RDU,34.0,30.0,0,612.0
2022-07-31,Mesa Airlines Inc.,TUL,PHX,-2.0,9.0,0,935.0
2019-05-05,Endeavor Air Inc.,RIC,JFK,-9.0,-30.0,0,288.0
2020-08-01,Southwest Airlines Co.,HOU,TPA,-2.0,-11.0,0,781.0
2019-02-21,American Airlines Inc.,MIA,LAS,-4.0,-17.0,0,2174.0
2020-06-26,Envoy Air,DFW,ABQ,10.0,6.0,0,569.0
2023-02-07,Southwest Airlines Co.,LAS,FAT,-3.0,-1.0,0,259.0
2022-02-16,Allegiant Air,CVG,PGD,15.0,10.0,0,850.0
2019-12-03,SkyWest Airlines Inc.,STL,SLC,-2.0,-3.0,0,1156.0
2019-10-10,Delta Air Lines Inc.,ATL,ORD,0.0,-8.0,0,606.0
2020-02-28,Alaska Airlines Inc.,SFO,SEA,-7.0,-31.0,0,679.0
2023-07-29,American Airlines Inc.,PHX,FAT,-4.0,-17.0,0,493.0
2020-03-12,SkyWest Airlines Inc.,DTW,AVP,-1.0,-15.0,0,399.0
2021-07-08,American Airlines Inc.,TUL,DFW,2.0,-8.0,0,237.0
2019-04-11,Delta Air Lines Inc.,ATL,SAN,41.0,38.0,0,1892.0
2022-06-14,Delta Air Lines Inc.,DFW,MSP,9.0,4.0,0,852.0
2022-07-29,Envoy Air,MIA,MSY,-3.0,-33.0,0,675.0
2023-01-01,Southwest Airlines Co.,MCI,AUS,-1.0,-12.0,0,650.0
2021-07-25,Endeavor Air Inc.,LGA,RDU,-8.0,-32.0,0,431.0
2023-02-16,Southwest Airlines Co.,AUS,LAX,1.0,8.0,0,1242.0
2021-04-30,Southwest Airlines Co.,DEN,DAL,9.0,-1.0,0,651.0
2019-02-28,Southwest Airlines Co.,MDW,PHX,8.0,-8.0,0,1444.0
2022-05-12,SkyWest Airlines Inc.,SFO,PSP,15.0,9.0,0,421.0
2023-03-09,Southwest Airlines Co.,MCO,MDW,8.0,-7.0,0,990.0
2019-09-09,PSA Airlines Inc.,BHM,CLT,-2.0,-2.0,0,350.0
2019-02-21,Mesa Airlines Inc.,BHM,DFW,91.0,90.0,0,597.0
2020-03-28,Southwest Airlines Co.,PHX,BWI,-4.0,-26.0,0,1999.0
2021-12-19,United Air Lines Inc.,DEN,OGG,24.0,47.0,0,3302.0
2021-04-10,Delta Air Lines Inc.,MCI,SLC,-6.0,-38.0,0,920.0
2020-11-08,Republic Airline,OKC,CLT,-9.0,-1.0,0,940.0
2020-01-31,SkyWest Airlines Inc.,DTW,OMA,0.0,0.0,0,651.0
2019-01-05,SkyWest Airlines Inc.,IDA,SLC,-2.0,-15.0,0,188.0
2019-02-10,SkyWest Airlines Inc.,SBN,DFW,-14.0,-37.0,0,846.0
2022-10-20,Southwest Airlines Co.,LAS,COS,23.0,6.0,0,604.0
2019-01-25,PSA Airlines Inc.,CLT,CAE,-3.0,-11.0,0,88.0
2021-10-07,American Airlines Inc.,MIA,MCO,11.0,26.0,0,192.0
2022-12-12,Delta Air Lines Inc.,ATL,RDU,-5.0,-7.0,0,356.0
2021-12-14,Republic Airline,XNA,EWR,-9.0,-30.0,0,1131.0
2020-03-05,ExpressJet Airlines LLC d/b/a aha!,CRP,IAH,-10.0,-9.0,0,201.0
2022-08-12,Southwest Airlines Co.,BUR,LAS,3.0,-2.0,0,223.0
2020-11-15,SkyWest Airlines Inc.,BOI,LAX,-13.0,-7.0,0,674.0
2020-06-04,United Air Lines Inc.,LAX,DEN,-9.0,-20.0,0,862.0
2021-10-22,Southwest Airlines Co.,OAK,DEN,-1.0,-11.0,0,957.0
2021-11-22,United Air Lines Inc.,DEN,IAD,-1.0,-1.0,0,1452.0
2022-09-21,Envoy Air,DFW,SJT,-8.0,-15.0,0,229.0
2023-05-30,Southwest Airlines Co.,MDW,MCI,-5.0,-9.0,0,405.0
2020-01-05,American Airlines Inc.,CLT,PBI,138.0,122.0,0,590.0
2019-12-24,PSA Airlines Inc.,DAY,CLT,-4.0,-19.0,0,370.0
2022-08-18,United Air Lines Inc.,BOS,DEN,-2.0,-32.0,0,1754.0
2022-08-04,Southwest Airlines Co.,ORF,BWI,8.0,-6.0,0,159.0
2021-08-01,American Airlines Inc.,AUS,ORD,-8.0,-33.0,0,977.0
2019-11-19,Spirit Air Lines,DTW,ATL,-4.0,-28.0,0,594.0
2019-10-07,United Air Lines Inc.,EWR,LAX,45.0,29.0,0,2454.0
2021-09-04,United Air Lines Inc.,EWR,BNA,-4.0,-5.0,0,748.0
2022-12-21,Southwest Airlines Co.,OAK,EUG,-2.0,-8.0,0,445.0
2021-01-20,Southwest Airlines Co.,PHX,LGB,-1.0,5.0,0,355.0
2022-11-15,American Airlines Inc.,PIT,MIA,-8.0,-11.0,0,1013.0
2019-07-19,Southwest Airlines Co.,HOU,CHS,65.0,62.0,0,928.0
2022-07-22,Horizon Air,RNO,PDX,-6.0,-8.0,0,444.0
2019-10-31,United Air Lines Inc.,EWR,IAH,-10.0,-3.0,0,1400.0
2021-03-17,SkyWest Airlines Inc.,LAX,DEN,-4.0,-18.0,0,862.0
2021-07-17,American Airlines Inc.,ONT,DFW,9.0,10.0,0,1188.0
2023-06-20,Southwest Airlines Co.,DTW,BWI,0.0,-1.0,0,409.0
2020-01-16,Southwest Airlines Co.,ONT,PHX,-2.0,2.0,0,325.0
2020-03-17,Southwest Airlines Co.,HOU,PNS,-5.0,-18.0,0,488.0
2023-03-30,JetBlue Airways,DCA,BOS,-9.0,-11.0,0,399.0
2019-08-27,Southwest Airlines Co.,MCO,ATL,-3.0,-14.0,0,404.0
2019-11-04,Spirit Air Lines,OAK,IAH,-6.0,-15.0,0,1628.0
2021-08-11,Frontier Airlines Inc.,MIA,ISP,40.0,23.0,0,1113.0
2023-07-13,Southwest Airlines Co.,OGG,SMF,7.0,3.0,0,2404.0
2019-08-14,Spirit Air Lines,MCO,CMH,-4.0,-12.0,0,802.0
2019-10-21,Spirit Air Lines,ORD,IAH,168.0,214.0,0,925.0
2023-03-23,Alaska Airlines Inc.,PDX,PHX,24.0,27.0,0,1009.0
2021-12-11,Envoy Air,MIA,CVG,41.0,35.0,0,948.0
2019-10-17,Delta Air Lines Inc.,MSP,RAP,-9.0,-19.0,0,489.0
2023-05-23,Frontier Airlines Inc.,CVG,PHL,148.0,148.0,0,507.0
2023-02-28,American Airlines Inc.,TPA,MIA,18.0,3.0,0,204.0
2019-01-25,PSA Airlines Inc.,MEM,DCA,-9.0,-22.0,0,762.0
2020-09-04,American Airlines Inc.,CLT,CLE,-9.0,-10.0,0,430.0
2020-03-25,Delta Air Lines Inc.,RNO,SLC,0.0,0.0,1,422.0
2019-05-22,United Air Lines Inc.,DFW,IAH,-4.0,-14.0,0,224.0
2022-09-19,Southwest Airlines Co.,SAN,LAS,2.0,-5.0,0,258.0
2022-10-03,United Air Lines Inc.,IAD,BDL,3.0,4.0,0,325.0
2021-10-16,Alaska Airlines Inc.,PDX,SEA,-5.0,-12.0,0,129.0
2020-05-23,PSA Airlines Inc.,CLT,MHT,-2.0,-18.0,0,737.0
2022-05-27,Southwest Airlines Co.,LGA,BNA,-3.0,-13.0,0,764.0
2023-03-03,United Air Lines Inc.,ORD,PNS,-1.0,21.0,0,794.0
2021-07-26,United Air Lines Inc.,MCO,IAD,13.0,13.0,0,758.0
2021-08-14,American Airlines Inc.,CLT,PBI,-7.0,-1.0,0,590.0
2020-03-24,United Air Lines Inc.,SNA,EWR,-9.0,-53.0,0,2434.0
2022-06-28,Republic Airline,BOS,LGA,-5.0,-3.0,0,184.0
2020-12-07,Republic Airline,LGA,CMH,-6.0,-34.0,0,479.0
2019-11-19,Delta Air Lines Inc.,ATL,GSP,-3.0,-8.0,0,153.0
2021-03-24,Hawaiian Airlines Inc.,HNL,OGG,-4.0,-8.0,0,100.0
2021-10-23,United Air Lines Inc.,IAH,IAD,53.0,41.0,0,1190.0
2019-09-16,American Airlines Inc.,DCA,DFW,1.0,-25.0,0,1192.0
2022-06-22,PSA Airlines Inc.,CLT,LIT,10.0,-1.0,0,640.0
2019-08-27,United Air Lines Inc.,ORD,MSP,-7.0,-3.0,0,334.0
2023-01-01,Allegiant Air,DSM,AZA,-4.0,19.0,0,1138.0
2021-11-09,Hawaiian Airlines Inc.,OGG,HNL,-5.0,-2.0,0,100.0
2022-12-31,American Airlines Inc.,MIA,LGA,4.0,-6.0,0,1096.0
2023-07-25,American Airlines Inc.,FAT,PHX,-3.0,-9.0,0,493.0
2020-03-12,Southwest Airlines Co.,LGA,MKE,-9.0,-13.0,0,738.0
2022-03-18,American Airlines Inc.,LAS,MIA,111.0,124.0,0,2174.0
2020-02-20,American Airlines Inc.,MSP,DFW,-2.0,-3.0,0,852.0
2021-05-22,SkyWest Airlines Inc.,IAH,TUL,-2.0,0.0,0,429.0
2021-11-04,PSA Airlines Inc.,HSV,DCA,-11.0,-20.0,0,613.0
2023-05-20,Southwest Airlines Co.,BNA,MCI,17.0,23.0,0,491.0
2020-05-26,Spirit Air Lines,MCO,CLE,76.0,61.0,0,895.0
2021-06-08,Spirit Air Lines,MCO,CMH,-8.0,-11.0,0,802.0
2020-10-18,Delta Air Lines Inc.,BNA,ATL,-5.0,-10.0,0,214.0
2020-12-13,Spirit Air Lines,MSP,ATL,-3.0,-5.0,0,907.0
2021-06-26,Endeavor Air Inc.,SHV,ATL,-4.0,-15.0,0,551.0
2023-08-01,JetBlue Airways,LAX,JFK,0.0,-9.0,0,2475.0
2021-12-24,American Airlines Inc.,MIA,LGA,0.0,0.0,1,1096.0
2019-05-01,Southwest Airlines Co.,ATL,MSP,6.0,-2.0,0,907.0
2019-11-09,PSA Airlines Inc.,AGS,CLT,-6.0,-3.0,0,140.0
2019-10-22,Southwest Airlines Co.,LAS,OKC,115.0,101.0,0,986.0
2023-05-16,Southwest Airlines Co.,ONT,OAK,-6.0,-12.0,0,362.0
2022-06-30,Southwest Airlines Co.,SAN,SFO,-1.0,21.0,0,447.0
2022-06-18,SkyWest Airlines Inc.,FAR,DEN,-6.0,-14.0,0,627.0
2019-04-27,Mesa Airlines Inc.,DFW,MFE,-5.0,-13.0,0,469.0
2022-08-06,Delta Air Lines Inc.,ATL,JAX,8.0,-2.0,0,270.0
2020-02-19,American Airlines Inc.,RDU,PHL,-7.0,-31.0,0,337.0
2023-08-15,Alaska Airlines Inc.,SAN,KOA,0.0,17.0,0,2556.0
